,test_name,correlated_tests,urls
63,[sig-network] network isolation when using a plugin that isolates namespaces by default should allow communication from default to non-default namespace on a different node,"[('[sig-api-machinery][Feature:APIServer] anonymous browsers should get a 403 from /', 1.0), ('[sig-api-machinery][Feature:APIServer] authenticated browser should get a 200 from /', 1.0), ('[sig-apps][Feature:DeploymentConfig] deploymentconfigs should respect image stream tag reference policy resolve the image pull spec', 1.0), ('[sig-auth][Feature:OpenShiftAuthorization] authorization  TestAuthorizationSubjectAccessReview should succeed', 1.0), ('[sig-auth][Feature:ProjectAPI]  TestProjectWatchWithSelectionPredicate should succeed', 1.0), ('[sig-auth][Feature:SecurityContextConstraints]  TestPodUpdateSCCEnforcement', 1.0), ('[sig-builds][Feature:Builds] prune builds based on settings in the buildconfig  should prune builds after a buildConfig change', 1.0), ('[sig-devex][Feature:OpenShiftControllerManager] TestAutomaticCreationOfPullSecrets', 1.0), ('[sig-imageregistry][Feature:ImageLookup] Image policy should perform lookup when the object has the resolve-names annotation', 1.0), ('[sig-imageregistry][Feature:Image] oc tag should change image reference for internal images', 1.0), ('[sig-network] services when using a plugin that isolates namespaces by default should allow connections from pods in the default namespace to a service in another namespace on a different node', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712']"
64,[sig-network] network isolation when using a plugin that isolates namespaces by default should allow communication from non-default to default namespace on a different node,"[('[sig-auth][Feature:OAuthServer] ClientSecretWithPlus should create oauthclient', 1.0), ('[sig-auth][Feature:OpenShiftAuthorization] scopes TestUnknownScopes should succeed', 0.9081532183730032)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-ovn-4.6/1291592782258900992', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1290697393284583424']"
65,[sig-network] services when using a plugin that isolates namespaces by default should allow connections from pods in the default namespace to a service in another namespace on a different node,"[('[sig-api-machinery][Feature:APIServer] anonymous browsers should get a 403 from /', 1.0), ('[sig-api-machinery][Feature:APIServer] authenticated browser should get a 200 from /', 1.0), ('[sig-apps][Feature:DeploymentConfig] deploymentconfigs should respect image stream tag reference policy resolve the image pull spec', 1.0), ('[sig-auth][Feature:OpenShiftAuthorization] authorization  TestAuthorizationSubjectAccessReview should succeed', 1.0), ('[sig-auth][Feature:ProjectAPI]  TestProjectWatchWithSelectionPredicate should succeed', 1.0), ('[sig-auth][Feature:SecurityContextConstraints]  TestPodUpdateSCCEnforcement', 1.0), ('[sig-builds][Feature:Builds] prune builds based on settings in the buildconfig  should prune builds after a buildConfig change', 1.0), ('[sig-devex][Feature:OpenShiftControllerManager] TestAutomaticCreationOfPullSecrets', 1.0), ('[sig-imageregistry][Feature:ImageLookup] Image policy should perform lookup when the object has the resolve-names annotation', 1.0), ('[sig-imageregistry][Feature:Image] oc tag should change image reference for internal images', 1.0), ('[sig-network] network isolation when using a plugin that isolates namespaces by default should allow communication from default to non-default namespace on a different node', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712']"
66,[sig-network] services when using a plugin that isolates namespaces by default should prevent connections to pods in different namespaces on different nodes via service IPs,"[('[sig-apps][Feature:OpenShiftControllerManager] TestDeploymentConfigDefaults', 1.0), ('[sig-imageregistry][Feature:Image] signature TestImageAddSignature', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1290697393284583424']"
67,[sig-network] services when using a plugin that isolates namespaces by default should prevent connections to pods in different namespaces on the same node via service IPs,"[('[sig-devex][Feature:Templates] templateservicebroker end-to-end test  should pass an end-to-end test', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712']"
68,[sig-network][Feature:Router] The HAProxy router should expose the profiling endpoints,"[('[sig-apps][Feature:DeploymentConfig] deploymentconfigs when run iteratively should immediately start a new deployment', 0.908153218373003)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-ovn-4.6/1291306984225640448']"
69,[sig-network][Feature:Router] The HAProxy router should override the route host for overridden domains with a custom value,"[('[sig-auth][Feature:OpenShiftAuthorization] RBAC proxy for openshift authz  RunLegacyLocalRoleBindingEndpoint should succeed', 1.0), ('[sig-builds][Feature:Builds] prune builds based on settings in the buildconfig  should prune canceled builds based on the failedBuildsHistoryLimit setting', 0.908153218373004), ('[sig-devex][Feature:OpenShiftControllerManager] TestDockercfgTokenDeletedController', 0.908153218373004), ('[sig-devex][Feature:Templates] templateinstance impersonation tests should pass impersonation creation tests', 1.0), ('[sig-imageregistry][Feature:ImageTriggers] Image change build triggers TestSimpleImageChangeBuildTriggerFromImageStreamTagCustomWithConfigChange', 1.0), ('[sig-imageregistry][Feature:ImageTriggers] Image change build triggers TestSimpleImageChangeBuildTriggerFromImageStreamTagDocker', 0.908153218373004), ('[sig-imageregistry][Feature:ImageTriggers] Image change build triggers TestSimpleImageChangeBuildTriggerFromImageStreamTagSTIWithConfigChange', 0.908153218373004), ('[sig-auth][Feature:OpenShiftAuthorization] self-SAR compatibility  TestBootstrapPolicySelfSubjectAccessReviews should succeed', 0.9081532183730041)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-ovn-4.6/1291592782258900992', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712']"
70,[sig-network][endpoints] admission TestEndpointAdmission,"[('[sig-auth][Feature:RoleBindingRestrictions] RoleBindingRestrictions should be functional  Create a rolebinding when subject is permitted by RBR should succeed', 1.0), ('[sig-imageregistry][Feature:ImageTriggers] Image change build triggers TestSimpleImageChangeBuildTriggerFromImageStreamTagCustom', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-ovn-4.6/1291592782258900992', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291480293290545152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712']"
71,[k8s.io] Probing container should be restarted with a docker exec liveness probe with timeout  [sig-node],"[('[sig-api-machinery] Discovery should validate PreferredVersion for each APIGroup', 1.0), ('[sig-api-machinery] Garbage collector should support cascading deletion of custom resources', 1.0), ('[sig-storage] Storage Policy Based Volume Provisioning [Feature:vsphere] verify VSAN storage capability with invalid hostFailuresToTolerate value is not honored for dynamically provisioned pvc using storageclass', 1.0), ('[sig-storage] Volume Placement [Feature:vsphere] should create and delete pod with multiple volumes from different datastore', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-ovn-4.6/1291592782258900992']"
72,[sig-api-machinery] Discovery should validate PreferredVersion for each APIGroup,"[('[k8s.io] Probing container should be restarted with a docker exec liveness probe with timeout  [sig-node]', 1.0), ('[sig-api-machinery] Garbage collector should support cascading deletion of custom resources', 1.0), ('[sig-storage] Storage Policy Based Volume Provisioning [Feature:vsphere] verify VSAN storage capability with invalid hostFailuresToTolerate value is not honored for dynamically provisioned pvc using storageclass', 1.0), ('[sig-storage] Volume Placement [Feature:vsphere] should create and delete pod with multiple volumes from different datastore', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-ovn-4.6/1291592782258900992']"
73,[sig-api-machinery] Garbage collector should delete pods created by rc when not orphaning [Conformance],"[('[sig-api-machinery] Garbage collector should keep the rc around until all its pods are deleted if the deleteOptions says so [Conformance]', 1.0), ('[sig-apps] CronJob should delete successful finished jobs with limit of one successful job', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-fips-4.6/1290927662310625280']"
74,[sig-api-machinery] Garbage collector should keep the rc around until all its pods are deleted if the deleteOptions says so [Conformance],"[('[sig-api-machinery] Garbage collector should delete pods created by rc when not orphaning [Conformance]', 1.0), ('[sig-apps] CronJob should delete successful finished jobs with limit of one successful job', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-fips-4.6/1290927662310625280']"
75,[sig-api-machinery] Garbage collector should support cascading deletion of custom resources,"[('[k8s.io] Probing container should be restarted with a docker exec liveness probe with timeout  [sig-node]', 1.0), ('[sig-api-machinery] Discovery should validate PreferredVersion for each APIGroup', 1.0), ('[sig-storage] Storage Policy Based Volume Provisioning [Feature:vsphere] verify VSAN storage capability with invalid hostFailuresToTolerate value is not honored for dynamically provisioned pvc using storageclass', 1.0), ('[sig-storage] Volume Placement [Feature:vsphere] should create and delete pod with multiple volumes from different datastore', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-ovn-4.6/1291592782258900992']"
76,[sig-apps] CronJob should delete successful finished jobs with limit of one successful job,"[('[sig-api-machinery] Garbage collector should delete pods created by rc when not orphaning [Conformance]', 1.0), ('[sig-api-machinery] Garbage collector should keep the rc around until all its pods are deleted if the deleteOptions says so [Conformance]', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-fips-4.6/1290927662310625280']"
77,[sig-auth][Feature:UserAPI] users can manipulate groups,"[('[sig-operator] an end user can use OLM Report Upgradeable in OLM ClusterOperators status', 1.0), ('[sig-builds][Feature:Builds] s2i build with a root user image should create a root build and fail without a privileged SCC', 1.0)]","['https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-origin-installer-e2e-azure-4.6/1291269757735014400', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-aws-ovn-4.6/1291592782258900992', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1291835183837745152', 'https://prow.svc.ci.openshift.org/view/gcs/origin-ci-test/logs/release-openshift-ocp-installer-e2e-azure-4.6/1290553685616627712']"
